5.14	2.88
7.32	10.58
9.50	18.27
11.14	33.65
12.95	41.35
15.23	50.96
16.95	60.58
19.41	74.04
21.41	97.12
23.68	106.73
25.23	75.96
26.86	50.96
28.95	29.81
31.14	22.12
33.77	14.42
36.05	14.42
37.95	20.19
39.59	45.19
41.14	89.42
42.77	108.65
44.50	135.58
46.59	129.81
48.41	139.42
49.32	81.73
49.68	14.42
