Path Loss vs Range (Altitude=150.00 m)

Range(km)			Path Loss(dB)	Free-space loss(dB)

0.000000			NaN			-Inf
0.200000			382.101540			88.013025
0.400000			354.563047			94.033625
0.600000			346.917785			97.555450
0.800000			339.237198			100.054225
1.000000			313.973915			101.992425
1.200000			253.699645			103.576050
1.400000			222.632288			104.914986
1.600000			202.902685			106.074825
1.800000			187.633284			107.097875
2.000000			180.206448			108.013025
2.200000			169.952302			108.840879
2.400000			164.471130			109.596650
2.600000			160.090422			110.291892
2.800000			157.406909			110.935586
3.000000			161.382417			111.534850
3.200000			153.804771			112.095425
3.400000			152.891262			112.622003
3.600000			151.855470			113.118475
3.800000			152.703034			113.588097
4.000000			147.687243			114.033625
4.200000			158.991561			114.457411
4.400000			148.443481			114.861479
4.600000			146.134030			115.247582
4.800000			152.215526			115.617250
5.000000			154.470932			115.971825
5.200000			146.360100			116.312492
5.400000			145.260144			116.640300
5.600000			148.150903			116.956186
5.800000			158.988165			117.260985
6.000000			153.309496			117.555450
6.200000			147.054251			117.840259
6.400000			145.153315			118.116025
6.600000			145.367293			118.383304
6.800000			147.889061			118.642603
7.000000			152.348890			118.894386
7.200000			163.480001			119.139075
7.400000			156.361981			119.377059
7.600000			149.888745			119.608697
7.800000			147.711528			119.834317
8.000000			146.109614			120.054225
8.200000			145.661721			120.268702
8.400000			146.452794			120.478011
8.600000			148.158694			120.682394
8.800000			149.891397			120.882079
9.000000			152.914427			121.077275
9.200000			159.180262			121.268182
9.400000			171.508210			121.454982
9.600000			159.307429			121.637850
9.800000			154.305313			121.816947
10.000000			151.825965			121.992425
10.200000			150.141019			122.164429
10.400000			149.069666			122.333092
10.600000			148.477807			122.498542
10.800000			147.994531			122.660900
11.000000			148.146481			122.820279
11.200000			148.260502			122.976786
11.400000			148.610814			123.130522
11.600000			149.580080			123.281585
11.800000			150.183355			123.430065
12.000000			151.490346			123.576050
12.200000			153.095372			123.719622
12.400000			155.376670			123.860859
12.600000			157.795916			123.999836
12.800000			159.377991			124.136624
13.000000			166.309627			124.271292
13.200000			172.761210			124.403904
13.400000			168.495383			124.534521
13.600000			162.147400			124.663203
13.800000			160.644010			124.790007
14.000000			158.375460			124.914986
14.200000			157.483762			125.038192
14.400000			154.921894			125.159675
14.600000			153.037935			125.279482
14.800000			152.451455			125.397659
15.000000			152.356379			125.514250
15.200000			152.306365			125.629297
15.400000			152.545528			125.742840
15.600000			152.345052			125.854917
15.800000			151.838617			125.965567
16.000000			152.093307			126.074825
16.200000			150.503511			126.182725
16.400000			150.648435			126.289302
16.600000			151.748247			126.394587
16.800000			150.768338			126.498611
17.000000			150.154396			126.601404
17.200000			151.821453			126.702994
17.400000			154.060780			126.803410
17.600000			153.708042			126.902678
