Propagation Factor vs Altitude (Range=30.00 km)

Altitude(m)		Propagation Factor(dB)

0.000000			-Inf
0.290000			-Inf
0.580000			-Inf
0.870000			-Inf
1.160000			-Inf
1.450000			-Inf
1.740000			-Inf
2.030000			-Inf
2.320000			-Inf
2.610000			-Inf
2.900000			-Inf
3.190000			-Inf
3.480000			-Inf
3.770000			-Inf
4.060000			-Inf
4.350000			-Inf
4.640000			-Inf
4.930000			-Inf
5.220000			-Inf
5.510000			-Inf
5.800000			-Inf
6.090000			-Inf
6.380000			-Inf
6.670000			-Inf
6.960000			-Inf
7.250000			-Inf
7.540000			-Inf
7.830000			-Inf
8.120000			-Inf
8.410000			-Inf
8.700000			-Inf
8.990000			-Inf
9.280000			-Inf
9.570000			-Inf
9.860000			-Inf
10.150000			-Inf
10.440000			-Inf
10.730000			-Inf
11.020000			-Inf
11.310000			-Inf
11.600000			-Inf
11.890000			-Inf
12.180000			-Inf
12.470000			-Inf
12.760000			-Inf
13.050000			-Inf
13.340000			-Inf
13.630000			-Inf
13.920000			-Inf
14.210000			-Inf
14.500000			-Inf
14.790000			-Inf
15.080000			-Inf
15.370000			-Inf
15.660000			-Inf
15.950000			-Inf
16.240000			-Inf
16.530000			-Inf
16.820000			-Inf
17.110000			-Inf
17.400000			-Inf
17.690000			-Inf
17.980000			-Inf
18.270000			-Inf
18.560000			-Inf
18.850000			-Inf
19.140000			-Inf
19.430000			-Inf
19.720000			-Inf
20.010000			-Inf
20.300000			-Inf
20.590000			-Inf
20.880000			-Inf
21.170000			-Inf
21.460000			-Inf
21.750000			-Inf
22.040000			-Inf
22.330000			-Inf
22.620000			-Inf
22.910000			-Inf
23.200000			-Inf
23.490000			-Inf
23.780000			-Inf
24.070000			-Inf
24.360000			-Inf
24.650000			-Inf
24.940000			-46.088532
25.230000			-45.810608
25.520000			-42.978560
25.810000			-40.499284
26.100000			-38.966188
26.390000			-38.010872
26.680000			-37.334931
26.970000			-36.758274
27.260000			-36.656454
27.550000			-37.430210
27.840000			-39.031610
28.130000			-41.093657
28.420000			-43.303524
28.710000			-45.045089
29.000000			-45.677551
29.290000			-46.374842
29.580000			-47.881450
29.870000			-49.784883
30.160000			-51.336388
30.450000			-50.893588
30.740000			-47.300779
31.030000			-43.626328
31.320000			-41.434252
31.610000			-40.211293
31.900000			-39.140886
32.190000			-38.383924
32.480000			-38.171958
32.770000			-38.230851
33.060000			-39.026485
33.350000			-40.724716
33.640000			-41.926705
33.930000			-42.026400
34.220000			-42.262791
34.510000			-42.836093
34.800000			-42.198627
35.090000			-40.895216
35.380000			-40.016260
35.670000			-39.234205
35.960000			-38.645038
36.250000			-38.332578
36.540000			-38.199772
36.830000			-38.429238
37.120000			-38.560428
37.410000			-38.263462
37.700000			-38.234866
37.990000			-38.721131
38.280000			-39.459953
38.570000			-39.952904
38.860000			-39.993374
39.150000			-40.597540
39.440000			-41.314472
39.730000			-40.220159
40.020000			-38.492812
40.310000			-37.122808
40.600000			-36.184035
40.890000			-35.695672
41.180000			-35.453902
41.470000			-35.772684
41.760000			-36.514362
42.050000			-36.618952
42.340000			-36.230040
42.630000			-36.151583
42.920000			-36.552063
43.210000			-37.268213
43.500000			-37.577572
43.790000			-37.155165
44.080000			-36.712899
44.370000			-35.960382
44.660000			-35.182900
44.950000			-34.843540
45.240000			-34.369192
45.530000			-33.937195
45.820000			-33.703407
46.110000			-33.345780
46.400000			-33.423756
46.690000			-33.919304
46.980000			-33.754187
47.270000			-33.427226
47.560000			-33.602366
47.850000			-33.662831
48.140000			-33.701384
48.430000			-33.604642
48.720000			-32.644742
49.010000			-31.746077
49.300000			-31.282649
49.590000			-30.749050
49.880000			-30.509516
50.170000			-30.284889
50.460000			-30.119863
50.750000			-30.486512
51.040000			-30.702707
51.330000			-30.577805
51.620000			-30.219508
51.910000			-29.934878
52.200000			-30.014990
52.490000			-29.989180
52.780000			-29.883824
53.070000			-29.378119
53.360000			-28.812941
53.650000			-28.410760
53.940000			-27.983004
54.230000			-27.862823
54.520000			-27.839471
54.810000			-27.957390
55.100000			-27.841608
55.390000			-27.649398
55.680000			-27.450508
55.970000			-27.353497
56.260000			-27.548656
56.550000			-27.615705
56.840000			-27.313145
57.130000			-26.809589
57.420000			-26.450443
57.710000			-26.125560
58.000000			-25.920151
58.290000			-25.762941
58.580000			-25.600681
58.870000			-25.479671
59.160000			-25.459733
59.450000			-25.417480
59.740000			-25.349221
60.030000			-25.203906
60.320000			-25.037227
60.610000			-24.925027
60.900000			-24.818217
61.190000			-24.659173
61.480000			-24.423009
61.770000			-24.114637
62.060000			-23.733814
62.350000			-23.392695
62.640000			-23.263972
62.930000			-23.231020
63.220000			-23.147575
63.510000			-23.075842
63.800000			-23.093737
64.090000			-23.133436
64.380000			-23.025772
64.670000			-22.872412
64.960000			-22.814259
65.250000			-22.743935
65.540000			-22.636982
65.830000			-22.445044
66.120000			-22.164383
66.410000			-22.005715
66.700000			-21.997194
66.990000			-22.024291
67.280000			-22.040520
67.570000			-21.977863
67.860000			-21.869207
68.150000			-21.808833
68.440000			-21.808159
68.730000			-21.817568
69.020000			-21.849527
69.310000			-21.960867
69.600000			-21.964912
69.890000			-21.782459
70.180000			-21.669203
70.470000			-21.611904
70.760000			-21.564973
71.050000			-21.638777
71.340000			-21.703406
71.630000			-21.798653
71.920000			-22.044887
72.210000			-22.161101
72.500000			-22.146315
72.790000			-22.179732
73.080000			-22.142607
73.370000			-22.183113
73.660000			-22.292819
73.950000			-22.233501
74.240000			-22.200547
74.530000			-22.217564
74.820000			-22.229835
75.110000			-22.384988
75.400000			-22.534249
75.690000			-22.672897
75.980000			-22.888526
76.270000			-23.006652
76.560000			-23.070178
76.850000			-23.140316
77.140000			-23.199329
77.430000			-23.291919
77.720000			-23.313892
78.010000			-23.320259
78.300000			-23.279758
78.590000			-23.202928
78.880000			-23.340782
79.170000			-23.536426
79.460000			-23.769835
79.750000			-23.967728
80.040000			-23.846432
80.330000			-23.683343
80.620000			-23.556729
80.910000			-23.441872
81.200000			-23.294717
81.490000			-23.042551
81.780000			-22.865347
82.070000			-22.723381
82.360000			-22.665010
82.650000			-22.534376
82.940000			-22.357910
83.230000			-22.316129
83.520000			-22.137342
83.810000			-21.928309
84.100000			-21.760323
84.390000			-21.610342
84.680000			-21.402696
84.970000			-21.141618
85.260000			-20.975552
85.550000			-20.820698
85.840000			-20.729619
86.130000			-20.657796
86.420000			-20.573184
86.710000			-20.460980
87.000000			-20.447928
87.290000			-20.543332
87.580000			-20.543516
87.870000			-20.453432
88.160000			-20.326754
88.450000			-20.202650
88.740000			-20.087138
89.030000			-19.996072
89.320000			-19.929344
89.610000			-19.919762
89.900000			-19.919921
90.190000			-19.875632
90.480000			-19.776286
90.770000			-19.649101
91.060000			-19.474625
91.350000			-19.356124
91.640000			-19.308588
91.930000			-19.160169
92.220000			-18.921634
92.510000			-18.608808
92.800000			-18.262131
93.090000			-17.992039
93.380000			-17.701467
93.670000			-17.354440
93.960000			-17.045155
94.250000			-16.723695
94.540000			-16.380060
94.830000			-16.056946
95.120000			-15.749730
95.410000			-15.454516
95.700000			-15.130562
95.990000			-14.779089
96.280000			-14.465411
96.570000			-14.169690
96.860000			-13.844290
97.150000			-13.511466
97.440000			-13.203336
97.730000			-12.935258
98.020000			-12.709905
98.310000			-12.506188
98.600000			-12.319688
98.890000			-12.132865
99.180000			-11.921188
99.470000			-11.731473
99.760000			-11.589242
100.050000			-11.469944
100.340000			-11.381191
100.630000			-11.282042
100.920000			-11.154991
101.210000			-11.064004
101.500000			-10.991107
101.790000			-10.939963
102.080000			-10.939007
102.370000			-10.942826
102.660000			-10.965212
102.950000			-11.004649
103.240000			-11.024852
103.530000			-11.051083
103.820000			-11.091900
104.110000			-11.149918
104.400000			-11.215914
104.690000			-11.261812
104.980000			-11.289150
105.270000			-11.287425
105.560000			-11.297448
105.850000			-11.328641
106.140000			-11.314172
106.430000			-11.264029
106.720000			-11.195786
107.010000			-11.117654
107.300000			-11.010294
107.590000			-10.867753
107.880000			-10.711342
108.170000			-10.519723
108.460000			-10.309327
